Piauí | Todos os Municípios
Município [-],Código [-],Gentílico [-],Prefeito [2025],Área Territorial - km² [2024],População no último censo - pessoas [2022],Densidade demográfica - hab/km² [2022],População estimada - pessoas [2024],Escolarização <span>6 a 14 anos</span> - % [2010],IDHM <span>Índice de desenvolvimento humano municipal</span> [2010],Mortalidade infantil - óbitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2024],Total de despesas brutas empenhadas - R$ [2024],PIB per capita - R$ [2021],
Pimenteiras,2208106,pimenteirense,MARIA LUCIA DE LACERDA,4562.580,11341,2.49,11528,98.9,0.566,9.8,56984661.37,64194975.8,8804.35,
Pio IX,2208205,pio-nonense,SILAS NORONHA MOTA,1948.142,17613,9.04,17947,98.8,0.564,14.56,93403548.41,87250569.53,10957.54,
Piracuruca,2208304,piracuruquense,FRANCISCO MARCELO CARVALHO MENDES,2368.936,28846,12.18,29849,94.8,0.596,11.36,132337287.93,119723250.81,12556.04,
Piripiri,2208403,piripiriense,JOVENILIA ALVES DE OLIVEIRA MONTEIRO,1407.192,65538,46.57,67676,97.3,0.635,13.87,321717790.36,311920112.68,14362.92,
Porto,2208502,portuense,ALUIZIO MOREIRA VAZ,253.113,12052,47.62,12312,98,0.549,-,90046394.74,90701847.41,9374.27,
Porto Alegre do Piauí,2208551,porto  alegrense,ANTÔNIO AVELINO ROCHA DE NEIVA,1168.043,2364,2.02,2391,98.9,0.563,-,31451234.16,28657788.37,14373.9,
Prata do Piauí,2208601,pratense,ACELINO MENDES DE MOURA,196.787,3042,15.46,3098,98.5,0.565,-,31522267.95,26695540.74,8759.54,
Queimada Nova,2208650,queimadanovense,GILMAR MACEDO DE ANDRADE,1283.369,8738,6.81,8936,99.3,0.515,-,59852966.63,54652934.44,28037.27,
Redenção do Gurguéia,2208700,gurgueíno,ARLEI FIGUEIREDO BORGES,2470.531,8394,3.40,8563,97.9,0.589,15.38,52809362.21,46880151.32,11110.79,
Regeneração,2208809,regenerense,EDUARDO ALVES CARVALHO,1251.321,17133,13.69,17418,97.4,0.591,15.94,104618929.92,100744487.27,14712.38,
Riacho Frio,2208858,riacho friense,JABES LUSTOSA NOGUEIRA JUNIOR,2220.598,4165,1.88,4241,98.9,0.541,-,55968757.57,52576864.21,10747.61,
Ribeira do Piauí,2208874,ribeirense,ANTÔNIO LUIZ DE ARAÚJO COSTA NETO,1012.479,4055,4.01,4114,98.4,0.520,26.32,39612851.24,35971967.31,48319.61,
Ribeiro Gonçalves,2208908,ribeiro-gonçalvino,AGAMENON PINHEIRO FRANCO,3987.147,6164,1.55,6215,96.8,0.601,-,91984814.73,84164841.78,93932.89,
Rio Grande do Piauí,2209005,rio-grandense-do-piauí,ANTONIO LUIS DA COSTA FEITOSA,635.953,5801,9.12,5868,96.5,0.572,13.89,40485734.4,38265237.42,9557.12,
Santa Cruz do Piauí,2209104,santa-cruzense,LAÍS BARROSO MARTINS DOS SANTOS NUNES,582.658,5831,10.01,5928,96.8,0.601,-,47557819.46,42857792.74,9755.44,
Santa Cruz dos Milagres,2209153,santacruzense,EDILBERTO MENDES GUIMARAES,978.546,3435,3.51,3466,98.6,0.577,-,35881729.87,31203312.4,11238.76,
Santa Filomena,2209203,filomense,FERNANDO ANDRADE COELHO,5293.693,6087,1.15,6209,97.6,0.544,-,64058189.63,68360702.16,98463.36,
Santa Luz,2209302,santa-luzense,ARQUEL ALVES PEREIRA,1185.398,5336,4.50,5425,99.5,0.588,50,42029112.21,36366397.03,10584.41,
Santana do Piauí,2209351,santanense,ADONALDO GONÇALVES DE SOUSA,112.189,4125,36.77,4174,96.1,0.574,-,32516462.95,32436273.23,8775.63,
Santa Rosa do Piauí,2209377,santarosense,MARLON RODRIGUES DE SOUSA,338.336,4650,13.74,4690,99,0.567,51.72,35983494.85,37118861.93,9559.86,
Santo Antônio de Lisboa,2209401,santo-antoense,FRANCISCO ERIVALDO DA SILVA,385.286,5839,15.15,5938,93.5,0.584,25.97,38460348.15,39215203.87,11111.78,
Santo Antônio dos Milagres,2209450,santoantonhense,PAULO CAZIMIRO DE SOUSA NETO E SILVA,33.640,2138,63.56,2189,97.5,0.619,-,30194208.79,27846280.02,8310.8,
Santo Inácio do Piauí,2209500,santinacense,AURO APARECIDO DE CARVALHO,852.106,3646,4.28,3719,99.3,0.613,-,39441923.07,38151182.35,10600.47,
São Braz do Piauí,2209559,san-brazense,DEBORAH SAYONARA SANTOS CARDOSO,656.042,4358,6.64,4451,98.7,0.596,31.75,39315633.21,35721538.95,8861.86,
São Félix do Piauí,2209609,são-felicense,JOSEILSON BARBOSA NUNES,627.033,2842,4.53,2885,100,0.610,-,32502703.04,36182449.59,10987.34,
São Francisco de Assis do Piauí,2209658,sãofranciscoense,ANDRELINO MAXIMIANO DA COSTA FILHO,1072.311,5572,5.20,5703,96,0.485,55.56,33352323.31,38673268.11,9575.04,
São Francisco do Piauí,2209708,são-franciscano,FABIANO ARAUJO DE MOURA,1341.451,5392,4.02,5404,98.4,0.570,40,36533660.14,32161182.28,9101.72,
São Gonçalo do Gurguéia,2209757,são gonçalense,ROSELÍDIA LUSTOSA DE SOUSA MARQUES,1385.255,2947,2.13,3019,97.4,0.560,20,45121771.6,41630884.5,17781.61,
São Gonçalo do Piauí,2209807,são-gonçalense,GERLANE FERREIRA DA SILVA CABRAL,150.495,4837,32.14,4944,97.7,0.616,20.83,32110742.57,33287689.07,11247.99,
São João da Canabrava,2209856,canabravense,ELSON SILVA DE SOUSA,480.537,4242,8.83,4306,96.8,0.559,-,44658801.52,40688779.85,10677.94,
São João da Fronteira,2209872,são jão fronteirense,MARCOS ANTONIO DE ANDRADE MATEUS,817.111,5522,6.76,5615,88.3,0.515,-,37679654.26,34853045.56,10013.9,
São João da Serra,2209906,serra-jonense,JOÃO FRANCISCO GOMES DA ROCHA,994.224,6114,6.15,6233,99.1,0.582,-,34253348.83,31390490.2,9781.02,
São João da Varjota,2209955,sanjoanense,JOSE DOS SANTOS BARBOSA,394.456,4383,11.11,4443,96.9,0.559,-,39458318.17,33933663.74,7546.96,
São João do Arraial,2209971,são jãoense,ABDORAL MELO DA SILVA,213.377,8186,38.36,8443,98.4,0.523,7.94,63392533.23,60443602.1,8439.67,
São João do Piauí,2210003,sanjoanense,EDNEI MODESTO AMORIM,1527.497,21421,14.02,22036,98.3,0.645,14.88,133794673.72,134241396.79,20605.74,
São José do Divino,2210052,sãojoseense,MILTON GOMES MACHADO,319.367,4841,15.16,4906,99.2,0.565,16.13,40696117.75,36084615.35,11892.03,
São José do Peixe,2210102,são-joseense,CELSO ANTÔNIO MENDES COIMBRA,1287.174,3297,2.56,3320,97.5,0.573,-,31032038.32,28248141.79,11462.74,
São José do Piauí,2210201,são-joseense,ADMAELTON BEZERRA SOUSA,373.347,6597,17.67,6732,97.5,0.552,-,35920247.1,30133469.09,10166.49,
São Julião,2210300,são-julianense,RENALDO RAMOS RODRIGUES,291.089,6025,20.70,6135,94.3,0.594,-,38338729.22,36274810.13,9332.78,
São Lourenço do Piauí,2210359,lourenciano,THIAGO DAMASCENO RIBEIRO SANTANA,673.822,4410,6.54,4497,98.9,0.595,23.26,34377501.12,31877055.88,9891.95,
São Luis do Piauí,2210375,sãoluisense,RAIMUNDO RENATO VICENTE DE ARAÚJO SOUSA,217.924,2309,10.60,2329,97,0.554,50,26722495.95,23207754.74,9566.51,
São Miguel da Baixa Grande,2210383,sãomiquelense,FRANCISCO BISPO DAS CHAGAS,444.528,2269,5.10,2304,98.9,0.563,52.63,26962055.62,23567070.73,11104.36,
São Miguel do Fidalgo,2210391,fidalguense,ERIMAR SOARES DE SOUSA,813.444,2829,3.48,2870,98.7,0.535,-,24494955.55,21272829.89,15628.44,
São Miguel do Tapuio,2210409,tapuiense,POMPILIO EVARISTO CARDOSO FILHO,4988.973,17554,3.52,17902,97.5,0.556,13.25,112518553.9,107942491.43,9273.86,
São Pedro do Piauí,2210508,são-pedrense,LINDOMAR GONÇALVES DE ALENCAR,518.288,13755,26.54,14046,98.4,0.595,23.81,95265358.96,88245846.75,9391.24,
São Raimundo Nonato,2210607,são-raimundense,ROGÉRIO ARAÚJO DE CASTRO,2415.288,38934,16.12,40784,98,0.661,8.91,198514381.56,197147316.29,16160.36,
Sebastião Barros,2210623,sebastião barrense,PABLO CUSTODIO MENDES DE CARVALHO,893.488,3202,3.58,3228,99.3,0.536,27.78,38018757.71,34191368.49,13602.93,
Sebastião Leal,2210631,sebastião-lealense,MANOELINA DE SOUSA BORGES,3148.857,4446,1.41,4572,97.6,0.562,-,49433093.35,45713685.09,59247.26,
Sigefredo Pacheco,2210656,sigefredense,MURILO BANDEIRA DA SILVA,1031.101,9460,9.17,9631,99.2,0.581,23.26,45983703.56,44761492.85,7758.71,
Simões,2210706,simonense,ITALO MAGNO DANTAS LOPES DE CARVALHO,1076.055,14350,13.34,14650,95.3,0.575,19.32,101952887.11,100418911.4,29626.58,
Simplício Mendes,2210805,simplício-mendense,MÁRCIO JOSE PINHEIRO MOURA,1360.028,13870,10.20,14342,98.6,0.627,5.62,91769817.59,83928756.07,14307.61,
Socorro do Piauí,2210904,socorrense,ADERSON BARBOSA RIBEIRO SÁ FILHO,761.854,4141,5.44,4184,97.8,0.561,-,39772215.52,37742053.43,9011.75,
Sussuapara,2210938,sussuaparense,NAERTON SILVA MOURA,205.194,6220,30.31,6345,93.7,0.586,29.13,50038685.22,43243361.77,11305.35,
Tamboril do Piauí,2210953,tamborilense,GLAUERT COELHO ALMEIDA,1587.296,2949,1.86,3029,99.6,0.501,-,31111655.52,31180632.2,10339.42,
Tanque do Piauí,2210979,tanquense,NATANAEL SALES DE SOUSA,398.007,2316,5.82,2330,97.9,0.579,34.48,28392014.75,26717187.14,11931.15,
Teresina,2211001,teresinense,SILVIO MENDES DE OLIVEIRA FILHO,1391.293,866300,622.66,902644,97.8,0.751,14.71,5396868035.81,5396776250.15,27430.28,
União,2211100,unionense,GUSTAVO CONDE MEDEIROS,1170.759,46119,39.39,47707,97.9,0.577,11.15,277359666.18,276802978.28,9413.79,
Uruçuí,2211209,uruçuiense,GILBERTO GONÇALVES SILVA JUNIOR,8413.002,25203,3.00,26501,97,0.631,20.32,271270050.53,279725953.97,129458.67,
Valença do Piauí,2211308,valenciano,MARCELO COSTA E SILVA,1333.722,22279,16.70,22920,98.6,0.647,12.45,99988547.76,107711562.58,13832.67,
Várzea Branca,2211357,varzea-branquense,RAIMUNDO NONATO ALVES PAES LANDIM,450.429,5055,11.22,5173,97.9,0.553,-,38926087,36341161.49,9034.44,
Várzea Grande,2211407,várzea-grandense,ROBERT EUDES NUNES DE SOUSA SEGUNDO,236.453,4417,18.68,4515,99.6,0.571,-,29766984.07,26329240.96,9355.32,
Vera Mendes,2211506,veramendense,CARLOS JOSÉ DA SILVA,341.974,3185,9.31,3271,98.2,0.503,-,43553399.42,31424222.11,10083.52,
Vila Nova do Piauí,2211605,vilanovense,MANOEL BERNARDO LEAL,221.627,2935,13.24,2979,98.7,0.565,-,36340924.74,35747058.25,12618.45,
Wall Ferraz,2211704,wal farrazense,LUIZ GUILHERME MAIA DE SOUSA,270.427,4059,15.01,4117,97.3,0.544,-,54355707.1,54661060.31,8485.79,

<table class="fontes-container"><tr><th>Notas:</th></tr><tr><td>Escolarização <span>6 a 14 anos</span>: [população residente no município de 6 a 14 anos de idade matriculada no ensino regular/total de população residente no município de 6 a 14 anos de idade] x 100</td></tr><tr><th>Fontes:</th></tr><tr><td>Área Territorial: Área territorial brasileira 2022. Rio de Janeiro: IBGE, 2023</td></tr><tr><td>População no último censo: Censo 2022: População e Domicílios - Primeiros Resultados - Atualizado em 22/12/2023</td></tr><tr><td>Densidade demográfica: Censo 2022: População e Domicílios - Primeiros Resultados - Atualizado em 22/12/2023</td></tr><tr><td>População estimada: IBGE, Diretoria de Pesquisas, Coordenação de População e Indicadores Sociais, Estimativas da população residente com data de referência 1o de julho de 2024</td></tr><tr><td>Escolarização <span>6 a 14 anos</span>: IBGE, Censo Demográfico 2010</td></tr><tr><td>IDHM <span>Índice de desenvolvimento humano municipal</span>: Programa das Nações Unidas para o Desenvolvimento - PNUD</td></tr><tr><td>Mortalidade infantil: Ministério da Saúde, Departamento de Informática do Sistema Único de Saúde - DATASUS 2022</td></tr><tr><td>Total de receitas brutas realizadas: Siconfi: Sistema de Informações Contábeis e Fiscais do Setor Público Brasileiro. Brasília, DF, [2023]. Disponível em: https://siconfi.tesouro.gov.br/siconfi/pages/public/consulta_finbra/finbra_list.jsf. Acesso em: jun. 2024, Contas anuais. Receitas orçamentárias realizadas (Anexo I-C) 2023 e Despesas orçamentárias empenhadas (Anexo I-D) 2023. In: Brasil. Secretaria do Tesouro Nacional</td></tr><tr><td>Total de despesas brutas empenhadas: Siconfi: Sistema de Informações Contábeis e Fiscais do Setor Público Brasileiro. Brasília, DF, [2023]. Disponível em: https://siconfi.tesouro.gov.br/siconfi/pages/public/consulta_finbra/finbra_list.jsf. Acesso em: jun. 2024, Contas anuais. Receitas orçamentárias realizadas (Anexo I-C) 2023 e Despesas orçamentárias empenhadas (Anexo I-D) 2023. In: Brasil. Secretaria do Tesouro Nacional</td></tr><tr><td>PIB per capita: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA</td></tr></table>
